,id,release_date,movie,production_budget,domestic_gross,total_gross,profitability
3340,41,1975-06-20,Jaws,12000000,260000000,470700000,39.225
5169,70,1975-09-26,The Rocky Horror Picture Show,1200000,1414845,1615976,1.3466466666666668
4459,60,1975-11-19,One Flew Over the Cuckoo's Nest,4400000,108981275,108997629,24.77218840909091
5170,71,1976-01-01,The Blue Bird,1200000,887000,887000,0.7391666666666666
4570,71,1976-01-01,Network,3800000,23689877,23689877,6.234178157894737
4002,3,1976-01-01,Logan's Run,7000000,25000000,25000000,3.5714285714285716
5214,15,1976-02-08,Taxi Driver,1000000,28262574,28316211,28.316211
4325,26,1976-03-11,Robin and Marian,5000000,8000000,8000000,1.6
4686,87,1976-04-09,Family Plot,3000000,13200000,13200000,4.4
4460,61,1976-06-25,Silent Movie,4400000,36145695,36145695,8.214930681818181
4784,85,1976-06-25,The Omen,2800000,48570885,48570885,17.346744642857143
5015,16,1976-11-16,Carrie,1800000,25878153,25878153,14.376751666666667
5210,11,1976-11-21,Rocky,1000000,117235147,225000000,225.0
2374,75,1976-12-17,King Kong,23000000,52614445,90614445,3.9397584782608694
5431,32,1977-01-01,Kingdom of the Spiders,500000,17000000,17000000,34.0
5681,82,1977-01-01,Eraserhead,100000,7000000,7014590,70.1459
4479,80,1977-04-20,Annie Hall,4000000,38251425,38251425,9.56285625
3464,65,1977-05-25,Star Wars Ep. IV: A New Hope,11000000,460998007,786598007,71.50890972727272
2131,32,1977-06-15,A Bridge Too Far,26000000,50800000,50800000,1.9538461538461538
3193,94,1977-06-17,Exorcist II: The Heretic,14000000,25011000,25011000,1.7865
3202,3,1977-06-22,"New York, New York",14000000,13800000,13800000,0.9857142857142858
2452,53,1977-06-24,Sorcerer,21600000,12000000,12005968,0.5558318518518518
3182,83,1977-07-13,The Spy Who Loved Me,14000000,46800000,185400000,13.242857142857142
4048,49,1977-08-05,March or Die,7000000,1000000,1000000,0.14285714285714285
5408,9,1977-08-10,The Kentucky Fried Movie,600000,15000000,20000000,33.333333333333336
2914,15,1977-10-21,Damnation Alley,17000000,0,0,0.0
3566,67,1977-11-03,Peteâs Dragon,10000000,36000000,36000000,3.6
2489,90,1977-11-16,Close Encounters of the Third Kind,20000000,169100479,340800479,17.04002395
4635,36,1977-12-23,High Anxiety,3400000,31063038,31063038,9.136187647058824
4671,72,1978-01-01,Coming Home,3000000,32653000,32653000,10.884333333333334
3222,23,1978-01-01,Caravans,14000000,1000000,1000000,0.07142857142857142
3387,88,1978-01-01,The Boys from Brazil,12000000,19000000,19000000,1.5833333333333333
3487,88,1978-04-13,F.I.S.T,11000000,20388920,20388920,1.8535381818181818
2500,1,1978-06-16,Jaws 2,20000000,102922376,208900376,10.4450188
4112,13,1978-06-16,Grease,6000000,181813770,387510179,64.58502983333334
3003,4,1978-06-28,Heaven Can Wait,15000000,98800000,98800000,6.586666666666667
4663,64,1978-07-28,National Lampoon's Animal House,3000000,141600000,141600000,47.2
4718,19,1978-09-13,Days of Heaven,3000000,3446749,3660880,1.2202933333333332
5536,37,1978-10-17,Halloween,325000,47000000,70000000,215.3846153846154
2353,54,1978-10-24,The Wiz,24000000,22000000,22000000,0.9166666666666666
988,89,1978-12-15,Superman,55000000,134218018,300200000,5.458181818181818
4326,27,1978-12-22,Force 10 from Navarone,5000000,7100000,7100000,1.42
3019,20,1979-01-01,The Deer Hunter,15000000,50000000,50009253,3.3339502
4176,77,1979-02-02,The First Great Train Robbery,6000000,391942,391942,0.06532366666666667
5074,75,1979-04-20,Dawn of the Dead,1500000,5100000,55000000,36.666666666666664
3520,21,1979-05-25,Alien,10700000,80930630,203628947,19.030742710280375
3326,27,1979-05-25,The Prisoner of Zenda,12500000,7000000,7000000,0.56
3382,83,1979-06-15,Prophecy,12000000,22673340,22673340,1.889445
3863,64,1979-06-22,The Muppet Movie,8000000,76657000,76657000,9.582125
3869,70,1979-06-22,Escape from Alcatraz,8000000,43000000,43000000,5.375
1825,26,1979-06-29,Moonraker,31000000,70300000,210300000,6.783870967741936
5651,52,1979-06-30,Dolphin,170000,14000,14000,0.08235294117647059
1819,20,1979-08-15,Apocalypse Now,31500000,78800000,81250485,2.5793804761904764
4487,88,1979-08-17,Life of Brian,4000000,20182359,20468305,5.11707625
4790,91,1979-10-17,The Black Stallion,2700000,37799643,37799643,13.999867777777778
2962,63,1979-10-19,Meteor,16000000,8400000,8400000,0.525
3836,37,1979-11-07,The Rose,8500000,29200000,29200000,3.4352941176470586
1637,38,1979-12-07,Star Trek: The Motion Picture,35000000,82258456,139000000,3.9714285714285715
1803,4,1979-12-14,1941,32000000,34175000,94875000,2.96484375
2549,50,1979-12-21,The Black Hole,20000000,35841901,35841901,1.79209505
4088,89,1980-01-01,Dressed to Kill,6500000,31899000,31899000,4.907538461538461
1749,50,1980-01-01,Lion of the Desert,35000000,1500000,1500000,0.04285714285714286
5527,28,1980-01-01,Maniac,350000,10000000,10000000,28.571428571428573
4605,6,1980-01-01,Terror Train,3500000,8000000,8000000,2.2857142857142856
5192,93,1980-02-01,The Fog,1100000,21445318,21445820,19.4962
3010,11,1980-03-07,Coal Miner's Daughter,15000000,67182787,67182787,4.478852466666667
5613,14,1980-03-21,Mad Max,200000,8750000,99750000,498.75
5424,25,1980-05-09,Friday the 13th,550000,39754601,59754601,108.6447290909091
5686,87,1980-05-10,Penitentiary,100000,287000,287000,2.87
3618,19,1980-05-16,The Long Riders,10000000,15198912,15198912,1.5198912
5515,16,1980-05-16,Home Movies,400000,89134,89134,0.222835
2367,68,1980-05-21,Star Wars Ep. V: The Empire Strikes Back,23000000,290271960,534161334,23.224405826086958
2732,33,1980-05-23,The Shining,19000000,44017374,44728227,2.354117210526316
4223,24,1980-06-06,Galaxina,5500000,4865000,4865000,0.8845454545454545
2434,35,1980-06-13,The Island,22000000,15716828,15716828,0.7144012727272727
2094,95,1980-06-20,The Blues Brothers,27000000,57229890,57229890,2.1196255555555554
2685,86,1980-06-20,Can't Stop the Music,20000000,2000000,2000000,0.1
4425,26,1980-06-20,The Blue Lagoon,4500000,47923795,47923795,10.649732222222223
4587,88,1980-07-04,Airplane!,3500000,83453539,83453539,23.843868285714287
4121,22,1980-07-25,Caddyshack,6000000,39846344,39846344,6.641057333333333
1519,20,1980-08-01,Raise the Titanic,40000000,7000000,7000000,0.175
4117,18,1980-09-19,Ordinary People,6000000,52302978,52302978,8.717163
4246,47,1980-10-03,Somewhere in Time,5100000,9709597,9709597,1.9038425490196078
4274,75,1980-10-03,The Elephant Man,5000000,26010864,26010864,5.2021728
3009,10,1980-10-10,Private Benjamin,15000000,69847348,69847348,4.656489866666667
2800,1,1980-11-14,Raging Bull,18000000,23380203,23380203,1.2989001666666666
1333,34,1980-11-19,Heaven's Gate,44000000,3484331,3484523,0.07919370454545455
1696,97,1980-12-05,Flash Gordon,35000000,27107960,27107960,0.7745131428571429
2525,26,1980-12-12,Popeye,20000000,49823037,49823037,2.49115185
2907,8,1981-01-01,Roar,17000000,2110050,2110050,0.12412058823529412
3679,80,1981-02-11,Sphinx,10000000,2000000,11400000,1.14
3400,1,1981-03-20,The Postman Always Rings Twice,12000000,12200000,44200000,3.683333333333333
5218,19,1981-04-10,The Howling,1000000,17985000,17985000,17.985
4300,1,1981-04-10,Nighthawks,5000000,14600000,19600000,3.92
5147,48,1981-04-30,Friday the 13th Part 2,1250000,21722776,21722776,17.3782208
5568,69,1981-05-01,Graduation Day,250000,23894000,23894000,95.576
4087,88,1981-05-22,The Four Seasons,6500000,42488161,42488161,6.536640153846154
2817,18,1981-05-22,The Legend of the Lone Ranger,18000000,13400000,13400000,0.7444444444444445
3481,82,1981-06-12,History of the World: Part I,11000000,31672000,31672000,2.879272727272727
3050,51,1981-06-12,Clash of the Titans,15000000,30000000,44400000,2.96
2486,87,1981-06-12,Raiders of the Lost Ark,20000000,225686079,367452079,18.37260395
1048,49,1981-06-19,Superman II,54000000,108185706,108185706,2.003439
2048,49,1981-06-26,For Your Eyes Only,28000000,54800000,195300000,6.975
2825,26,1981-06-26,Dragonslayer,18000000,6000000,6000000,0.3333333333333333
3539,40,1981-06-26,Stripes,10000000,85300000,85300000,8.53
4125,26,1981-07-10,Escape from New York,6000000,25244700,25245925,4.207654166666667
2815,16,1981-07-24,Blow Out,18000000,13747234,13747234,0.7637352222222222
2598,99,1981-07-31,Under the Rainbow,20000000,18826490,18826490,0.9413245
3762,63,1981-08-07,Heavy Metal,9300000,19571091,19571091,2.104418387096774
4706,7,1981-08-28,Gallipoli,3000000,5732587,5732587,1.9108623333333334
4290,91,1981-09-18,Mommie Dearest,5000000,19032000,25032000,5.0064
4214,15,1981-09-25,Chariots of Fire,5500000,61558162,61865947,11.248354
4816,17,1981-10-30,Halloween II,2500000,25533818,25533818,10.2135272
3365,66,1981-11-06,Time Bandits,12000000,37400000,37400000,3.1166666666666667
3425,26,1981-11-13,The Pursuit of D.B. Cooper,12000000,2104164,2104164,0.175347
1768,69,1981-12-04,Reds,33500000,50000000,50000000,1.492537313432836
3184,85,1981-12-09,Taps,14000000,35856053,35856053,2.561146642857143
3657,58,1981-12-18,Heartbeeps,10000000,6000000,6000000,0.6
3879,80,1981-12-25,Modern Problems,8000000,24474312,24474312,3.059289
3237,38,1982-01-29,The Border,13500000,6118683,6118683,0.4532357777777778
3402,3,1982-02-10,Das Boot,12000000,11487676,84970337,7.080861416666667
3319,20,1982-02-12,La Guerre du feu,12500000,20959585,20959585,1.6767668
4475,76,1982-03-19,Porky's,4000000,109492484,109492484,27.373121
3325,26,1982-04-02,Cat People,12500000,7000000,21000000,1.68
4310,11,1982-04-02,Diner,5000000,12592907,12592907,2.5185814
2543,44,1982-05-14,Conan the Barbarian,20000000,38264085,79114085,3.95570425
4888,89,1982-05-21,Mad Max 2: The Road Warrior,2000000,24600832,24600832,12.300416
3347,48,1982-06-04,Star Trek II: The Wrath of Khan,12000000,78912963,95800000,7.983333333333333
3521,22,1982-06-04,Poltergeist,10700000,74706019,121706019,11.37439429906542
3525,26,1982-06-11,ET: The Extra-Terrestrial,10500000,435110554,792965326,75.52050723809523
2462,63,1982-06-18,Firefox,21000000,45785720,45785720,2.1802723809523807
2061,62,1982-06-25,Blade Runner,28000000,32656328,39342912,1.405104
2829,30,1982-06-25,Megaforce,18000000,5675599,5675599,0.31531105555555555
2888,89,1982-07-09,Tron,17000000,26918576,26918576,1.5834456470588236
2483,84,1982-07-23,The Best Little Whorehouse in Texas,20500000,69701637,69701637,3.4000798536585366
4869,70,1982-08-13,Friday the 13th Part 3,2250000,36690067,36690067,16.306696444444444
4426,27,1982-08-13,Fast Times at Ridgemont High,4500000,27092880,27092880,6.02064
4649,50,1982-08-20,Class of 1984,3250000,6965361,6965361,2.143188
4317,18,1982-08-20,The Beastmaster,5000000,10751126,10751126,2.1502252
4343,44,1982-08-27,Jekyll and Hyde... Together Again,5000000,3707583,3707583,0.7415166
1249,50,1982-09-17,Inchon,46000000,4408636,4408636,0.09583991304347826
3181,82,1982-10-22,First Blood,14000000,47212904,125212904,8.943778857142858
4817,18,1982-10-22,Halloween 3: Season of the Witch,2500000,14400000,14400000,5.76
4286,87,1982-11-03,The Man From Snowy River,5000000,20659423,20659423,4.1318846
3883,84,1982-11-10,Creepshow,8000000,20036244,20036244,2.5045305
5173,74,1982-11-19,Q,1200000,255000,255000,0.2125
2413,14,1982-12-08,Gandhi,22000000,52767889,127767889,5.807631318181818
