,id,release_date,movie,production_budget,domestic_gross,total_gross,profitability
2069,70,2006-05-12,Just My Luck,28000000,17326650,38159905,1.36285375
5191,92,2006-05-12,Dead Man's Shoes,1125000,6408,414736,0.3686542222222222
3892,93,2006-05-19,See No Evil,8000000,15032800,18828036,2.3535045
264,65,2006-05-19,The Da Vinci Code,125000000,217536138,767820459,6.142563672
544,45,2006-05-19,Over the Hedge,80000000,155019340,343397247,4.2924655875
4473,74,2006-05-23,High School Musical,4200000,0,0,0.0
5215,16,2006-05-24,An Inconvenient Truth,1000000,24146161,53365925,53.365925
5775,76,2006-05-26,Cavite,7000,70071,71644,10.234857142857143
37,38,2006-05-26,X-Men: The Last Stand,210000000,234362462,459260946,2.186956885714286
3136,37,2006-06-02,Banlieue 13,15000000,1200216,11599903,0.7733268666666666
3676,77,2006-06-02,Peaceful Warrior,10000000,2893666,3260179,0.3260179
5759,60,2006-06-02,The Puffy Chair,15000,194523,195254,13.016933333333334
1068,69,2006-06-02,The Break-Up,52000000,118703275,205727307,3.956294365384615
2189,90,2006-06-06,The Omen,25000000,54607383,119295584,4.77182336
3603,4,2006-06-09,A Prairie Home Companion,10000000,20342852,26716191,2.6716191
693,94,2006-06-09,Cars,70000000,244082982,461651246,6.5950178
1792,93,2006-06-16,Nacho Libre,32000000,80197993,99296462,3.1030144375
508,9,2006-06-16,The Fast and the Furious: Tokyo Drift,85000000,62615510,157794205,1.8564024117647058
1433,34,2006-06-16,The Lake House,40000000,52330111,114830111,2.870752775
929,30,2006-06-16,Garfield: A Tail of Two Kitties,60000000,28426747,147985373,2.4664228833333333
5435,36,2006-06-16,Wordplay,500000,3121270,3177636,6.355272
3688,89,2006-06-23,Krrish,10000000,1430721,32430721,3.2430721
528,29,2006-06-23,Click,82500000,137355633,237685089,2.8810313818181816
4971,72,2006-06-23,Say Uncle,2000000,5361,5361,0.0026805
4927,28,2006-06-28,Strangers with Candy,2000000,2072645,2077844,1.038922
23,24,2006-06-28,Superman Returns,232000000,200120000,374085065,1.612435625
5247,48,2006-06-28,Who Killed the Electric Car?,1000000,1678874,1849392,1.849392
5584,85,2006-06-28,The Motel,250000,51540,51540,0.20616
5673,74,2006-06-30,The Blood of My Brother: A Story of Death in Iraq,120000,0,0,0.0
1632,33,2006-06-30,The Devil Wears Prada,35000000,124740460,326073155,9.316375857142857
5276,77,2006-07-07,Once in a Lifetime: the Extraordinary Story of the New York Cosmos,1000000,144601,215559,0.215559
2669,70,2006-07-07,A Scanner Darkly,20000000,5501616,7405084,0.3702542
27,28,2006-07-07,Pirates of the Caribbean: Dead Manâs Chest,225000000,423315812,1066215812,4.738736942222222
3716,17,2006-07-14,Edmond,10000000,131719,241719,0.0241719
1050,51,2006-07-14,"You, Me and Dupree",54000000,75802010,130402010,2.414852037037037
4361,62,2006-07-14,The Oh in Ohio,5000000,418689,648183,0.1296366
821,22,2006-07-14,Little Man,64000000,58636047,101636047,1.588063234375
5630,31,2006-07-21,The Case of the Grinning Cat,200000,7033,7033,0.035165
4279,80,2006-07-21,Clerks II,5000000,24148068,27342246,5.4684492
656,57,2006-07-21,Lady in the Water,75000000,42285169,72785169,0.97046892
1945,46,2006-07-21,My Super Ex-Girlfriend,30000000,22530295,60772856,2.0257618666666666
647,48,2006-07-21,Monster House,75000000,73661010,141267370,1.8835649333333333
3865,66,2006-07-26,Little Miss Sunshine,8000000,59891098,100642353,12.580294125
233,34,2006-07-28,Miami Vice,135000000,63478838,163818556,1.2134707851851851
4498,99,2006-07-28,Scoop,4000000,10525717,40103262,10.0258155
1295,96,2006-07-28,The Ant Bully,45000000,28142535,49610898,1.1024644
5509,10,2006-08-02,Quinceanera,400000,1692693,2797199,6.9929975
675,76,2006-08-04,Talladega Nights: The Ballad of Ricky Bobby,73000000,148213377,162870525,2.231103082191781
1077,78,2006-08-04,Barnyard: The Original Party Animals,51000000,72779000,118583844,2.325173411764706
4504,5,2006-08-04,The Night Listener,4000000,7836393,10770993,2.69274825
4000,1,2006-08-04,The Descent,7000000,26024456,57051053,8.150150428571429
3894,95,2006-08-04,"Bon Cop, Bad Cop",8000000,12671300,12740705,1.592588125
792,93,2006-08-09,World Trade Center,65000000,70278893,163295654,2.5122408307692305
5496,97,2006-08-11,Conversations with Other Women,450000,379418,1297745,2.8838777777777778
2484,85,2006-08-11,Pulse,20500000,20264436,30241435,1.4751919512195122
1725,26,2006-08-11,Zoom,35000000,11989328,12506188,0.35731965714285713
3353,54,2006-08-11,Step Up,12000000,65328121,110989157,9.249096416666667
5390,91,2006-08-11,Half Nelson,700000,2697938,4911725,7.01675
3519,20,2006-08-11,Kabhi Alvida Naa Kehna,10750000,3275443,32575443,3.0302737674418605
4577,78,2006-08-11,Casa de Areia,3750000,539285,1178175,0.31418
3805,6,2006-08-18,Trust the Man,9000000,1530535,2548378,0.28315311111111113
1774,75,2006-08-18,Snakes on a Plane,33000000,34020814,62020814,1.879418606060606
3931,32,2006-08-18,10th & Wolf,8000000,54702,143782,0.01797275
2921,22,2006-08-18,The Illusionist,16500000,39868642,83792062,5.0783067878787875
5341,42,2006-08-25,The Quiet,900000,381420,381420,0.4238
3090,91,2006-08-25,Idlewild,15000000,12669914,12669914,0.8446609333333334
1426,27,2006-08-25,Invincible,40000000,57806952,58501127,1.462528175
2861,62,2006-08-25,Beerfest,17500000,19185184,20159316,1.1519609142857143
5546,47,2006-08-25,Old Joy,300000,255923,399908,1.3330266666666666
3374,75,2006-09-01,Crank,12000000,27838408,43924923,3.66041025
4793,94,2006-09-01,Lage Raho Munna Bhai,2700000,2217561,31517561,11.67317074074074
4854,55,2006-09-01,Idiocracy,2400000,444093,500296,0.20845666666666668
4208,9,2006-09-01,Crossover,5600000,7009668,7009668,1.2517264285714285
5738,39,2006-09-01,Mutual Appreciation,30000,103509,103509,3.4503
4949,50,2006-09-08,Sherrybaby,2000000,199176,759504,0.379752
4203,4,2006-09-08,Tom yum goong,5700000,12044087,43044087,7.551594210526316
5373,74,2006-09-08,Iraq for Sale: The War Profiteers,775000,0,0,0.0
2582,83,2006-09-08,The Covenant,20000000,23364784,38164784,1.9082392
1917,18,2006-09-15,Gridiron Gang,30000000,38432823,41457834,1.3819278
4787,88,2006-09-15,Artie Lange's Beer League,2800000,475000,475000,0.16964285714285715
5304,5,2006-09-15,Jimmy and Judy,1000000,0,0,0.0
935,36,2006-09-15,The Black Dahlia,60000000,22672813,49238525,0.8206420833333333
1754,55,2006-09-22,Bandidas,35000000,0,19282590,0.5509311428571428
3470,71,2006-09-22,Jackass: Number Two,11000000,72778712,85278712,7.752610181818182
2847,48,2006-09-22,Renaissance,18000000,70644,2401413,0.13341183333333334
4156,57,2006-09-22,La science des rÃªves,6000000,4670644,15137932,2.5229886666666665
4659,60,2006-09-22,Feast,3200000,56131,690872,0.2158975
941,42,2006-09-22,Flyboys,60000000,13090630,14816379,0.24693965
1042,43,2006-09-22,All the King's Men,55000000,7221458,9521458,0.1731174181818182
4133,34,2006-09-27,The Last King of Scotland,6000000,17606684,49155371,8.192561833333333
5680,81,2006-09-29,Facing the Giants,100000,10178331,10243159,102.43159
2603,4,2006-09-29,School for Scoundrels,20000000,17807569,17807569,0.89037845
721,22,2006-09-29,The Guardian,70000000,55011732,94973540,1.3567648571428572
503,4,2006-09-29,Open Season,85000000,85105259,191932158,2.258025388235294
3015,16,2006-09-30,The Queen,15000000,56441711,128885873,8.592391533333334
4626,27,2006-10-01,The Secret,3500000,0,0,0.0
4930,31,2006-10-04,Shortbus,2000000,1985292,1985292,0.992646
446,47,2006-10-06,The Departed,90000000,132384315,289660619,3.218451322222222
3212,13,2006-10-06,Little Children,14000000,5463019,14121177,1.0086555
2936,37,2006-10-06,The Texas Chainsaw Massacre: The Beginning,16000000,39517763,50517763,3.1573601875
3589,90,2006-10-06,Employee of the Month,10000000,28444855,38364855,3.8364855
4740,41,2006-10-06,Love's Abiding Joy,3000000,252726,252726,0.084242
3305,6,2006-10-13,Infamous,13000000,1151330,2613717,0.20105515384615386
4412,13,2006-10-13,Driving Lessons,4700000,239962,239962,0.05105574468085106
2546,47,2006-10-13,Man of the Year,20000000,37442180,41342180,2.067109
2628,29,2006-10-13,One Night with the King,20000000,13395961,13725032,0.6862516
1533,34,2006-10-13,Alex Rider: Operation Stormbreaker,40000000,659210,20722450,0.51806125
3072,73,2006-10-13,The Marine,15000000,18844784,22165608,1.4777072
2541,42,2006-10-13,The Grudge 2,20000000,39143839,70743839,3.53719195
5531,32,2006-10-18,51 Birch Street,350000,84689,84689,0.24196857142857142
1501,2,2006-10-20,Marie Antoinette,40000000,15962471,60862471,1.521561775
1432,33,2006-10-20,The Prestige,40000000,53089891,104407366,2.61018415
1062,63,2006-10-20,Flags of Our Fathers,53000000,33602376,63657941,1.2010932264150944
3067,68,2006-10-20,Flicka,15000000,21000147,21896367,1.4597578
3411,12,2006-10-20,Running With Scissors,12000000,6860000,8706701,0.7255584166666667
3540,41,2006-10-27,Saw III,10000000,80238724,163876815,16.3876815
3216,17,2006-10-27,Catch a Fire,14000000,4299773,5782198,0.41301414285714283
2555,56,2006-10-27,Babel,20000000,34302837,132121212,6.6060606
2764,65,2006-11-03,Borat,18000000,128505958,261443242,14.524624555555556
4583,84,2006-11-03,Unknown,3700000,26403,3355048,0.9067697297297297
3760,61,2006-11-03,Volver,9400000,12899867,87226613,9.279426914893618
195,96,2006-11-03,Flushed Away,149000000,64665672,179357126,1.2037391006711409
1912,13,2006-11-10,Stranger Than Fiction,30000000,40435190,53572822,1.7857607333333334
3509,10,2006-11-10,Copying Beethoven,11000000,355968,6586324,0.5987567272727272
4180,81,2006-11-10,Come Early Morning,6000000,119452,119452,0.019908666666666668
4920,21,2006-11-10,Harsh Times,2000000,3337931,6225304,3.112652
1737,38,2006-11-10,A Good Year,35000000,7459300,42064105,1.2018315714285714
2917,18,2006-11-10,FUR: An Imaginary Portrait of Diane Arbus,16800000,223202,2281089,0.13577910714285715
3207,8,2006-11-17,Bobby,14000000,11242801,20597806,1.4712718571428571
3414,15,2006-11-17,For Your Consideration,12000000,5549923,5549923,0.46249358333333335
488,89,2006-11-17,Happy Feet,85000000,198000317,385000317,4.529415494117647
359,60,2006-11-17,Casino Royale,102000000,167365000,594420283,5.827649833333333
4510,11,2006-11-17,Let's Go to Prison,4000000,4630045,4630045,1.15751125
4582,83,2006-11-21,The History Boys,3700000,2730296,13447998,3.634594054054054
1733,34,2006-11-22,The Fountain,35000000,10144010,15461638,0.44176108571428574
1079,80,2006-11-22,Deck the Halls,51000000,35093569,46815807,0.917957
579,80,2006-11-22,DÃ©jÃ Vu,80000000,64038616,181038616,2.2629827
3817,18,2006-11-22,Opal Dream,9000000,14443,14443,0.0016047777777777777
3857,58,2006-11-24,Kurtlar vadisi - Irak,8300000,0,24906717,3.000809277108434
1672,73,2006-12-01,The Nativity Story,35000000,37629831,46309644,1.3231326857142858
3648,49,2006-12-01,Turistas,10000000,7027762,14321070,1.432107
3784,85,2006-12-05,Black Christmas,9000000,16235738,16235738,1.8039708888888888
1437,38,2006-12-08,Apocalypto,40000000,50866635,121032272,3.0258068
388,89,2006-12-08,Blood Diamond,100000000,57377916,171377916,1.71377916
507,8,2006-12-08,The Holiday,85000000,63280000,205190324,2.414003811764706
2258,59,2006-12-08,Unaccompanied Minors,25000000,16655224,21970831,0.87883324
641,42,2006-12-15,Dreamgirls,75000000,103365956,155708695,2.0761159333333334
1817,18,2006-12-15,The Good German,32000000,1308696,6678033,0.20868853125
986,87,2006-12-15,The Pursuit of Happyness,55000000,162586036,307311093,5.587474418181818
529,30,2006-12-15,Charlotte's Web,82500000,82985708,143985708,1.7452813090909092
2756,57,2006-12-15,IndigÃ¨nes,18900000,320700,26063572,1.3790249735449736
382,83,2006-12-15,Eragon,100000000,75030163,249488115,2.49488115
2334,35,2006-12-20,Rocky Balboa,24000000,70269899,156229050,6.50954375
2720,21,2006-12-20,The Painted Veil,19400000,8060487,15118795,0.7793193298969072
3281,82,2006-12-20,Letters from Iwo Jima,13000000,13756082,67867998,5.220615230769231
1321,22,2006-12-21,Man cheng jin dai huang jin jia,45000000,6566773,76904429,1.7089873111111111
4161,62,2006-12-21,Venus,6000000,3347411,7818479,1.3030798333333333
801,2,2006-12-22,We Are Marshall,65000000,43545364,43545364,0.6699286769230769
316,17,2006-12-22,Night at the Museum,110000000,250863268,579446407,5.267694609090909
623,24,2006-12-25,Children of Men,76000000,35552383,69845011,0.919013302631579
2087,88,2006-12-25,Notes on a Scandal,27500000,17510118,50578411,1.8392149454545454
823,24,2006-12-27,Perfume: The Story of a Murderer,63700000,2223293,133603463,2.0973856043956043
1995,96,2006-12-29,Miss Potter,30000000,3005605,35891257,1.1963752333333333
2937,38,2006-12-29,El Laberinto del Fauno,16000000,37634615,87041569,5.4400980625
4646,47,2006-12-29,The Dead Girl,3300000,19875,19875,0.0060227272727272725
1367,68,2006-12-31,Les BronzÃ©s 3: amis pour la vie,42000000,0,83833602,1.9960381428571428
5467,68,2006-12-31,Feng kuang de shi tou,500000,0,3000000,6.0
5469,70,2006-12-31,Griffin & Phoenix,500000,0,1355967,2.711934
2117,18,2006-12-31,The Magic Flute,27000000,0,0,0.0
5301,2,2006-12-31,Loving Annabelle,1000000,0,5382,0.005382
2654,55,2007-01-05,Code Name: The Cleaner,20000000,8135024,8135024,0.4067512
1237,38,2007-01-05,Happily N'Ever After,47000000,15849032,37923818,0.8068897446808511
4853,54,2007-01-05,Thr3e,2400000,1008849,1420418,0.5918408333333334
2467,68,2007-01-05,Freedom Writers,21000000,36605602,43632609,2.077743285714286
3178,79,2007-01-12,Stomp the Yard,14000000,61356221,75525718,5.394694142857142
605,6,2007-01-12,Arthur et les Minimoys,80000000,15132763,113325743,1.4165717875
5290,91,2007-01-17,Alone with Her,1000000,10787,844377,0.844377
2539,40,2007-01-26,Epic Movie,20000000,39739367,86858578,4.3429289
2884,85,2007-01-26,Smokin' Aces,17000000,35662731,57263440,3.3684376470588235
3125,26,2007-01-26,Blood and Chocolate,15000000,3526588,6551310,0.436754
4387,88,2007-01-30,Farce of the Penguins,5000000,0,0,0.0
2939,40,2007-02-02,The Messengers,16000000,35374833,53774833,3.3609270625
4043,44,2007-02-02,Factory Girl,7000000,1661464,1661464,0.237352
3743,44,2007-02-02,Partition,10000000,0,0,0.0
1546,47,2007-02-02,Because I Said So,39000000,42674040,69538833,1.783047
1165,66,2007-02-09,Hannibal Rising,50000000,27669725,80583311,1.61166622
4872,73,2007-02-09,The Last Sin Eater,2200000,388390,388390,0.17654090909090908
4898,99,2007-02-09,Das Leben der Anderen,2000000,11284657,81197047,40.5985235
1438,39,2007-02-14,Music and Lyrics,40000000,50572589,146196885,3.654922125
288,89,2007-02-16,Ghost Rider,120000000,115802596,229545589,1.9128799083333334
2173,74,2007-02-16,Bridge to Terabithia,25000000,82234139,137984788,5.51939152
3283,84,2007-02-23,The Astronaut Farmer,13000000,11003643,11141213,0.8570163846153847
1802,3,2007-02-23,The Number 23,32000000,35193167,77593167,2.42478646875
3604,5,2007-02-23,Reno 911!: Miami,10000000,20342161,21851362,2.1851362
845,46,2007-03-02,Wild Hogs,60000000,168213584,253555383,4.22592305
520,21,2007-03-02,Zodiac,85000000,33080084,83080084,0.9774127529411765
3101,2,2007-03-02,Black Snake Moan,15000000,9396870,10951153,0.7300768666666667
3799,100,2007-03-09,The Ultimate Gift,9000000,3438735,3438735,0.38208166666666665
3841,42,2007-03-09,The Namesake,8500000,13610521,20288774,2.3869145882352942
3424,25,2007-03-09,Gwoemul,12000000,2201923,92618117,7.718176416666667
844,45,2007-03-09,300,60000000,210614939,454161935,7.569365583333333
5029,30,2007-03-13,Sublime,1800000,0,0,0.0
1536,37,2007-03-16,Nomad,40000000,79123,79123,0.001978075
3855,56,2007-03-16,The Wind That Shakes the Barley,8300000,1829142,25670174,3.092792048192771
3205,6,2007-03-16,I Think I Love My Wife,14000000,12559771,13205411,0.9432436428571429
2611,12,2007-03-16,Dead Silence,20000000,16574590,20614661,1.03073305
2529,30,2007-03-16,Premonition,20000000,47852604,81461343,4.07306715
3852,53,2007-03-23,Namastey London,8400000,1207007,6831069,0.8132225
1656,57,2007-03-23,TMNT,35000000,54149098,96096018,2.7456005142857145
5135,36,2007-03-23,Journey from the Fall,1300000,635305,635305,0.48869615384615384
2595,96,2007-03-23,Reign Over Me,20000000,19661987,20081987,1.00409935
901,2,2007-03-23,Shooter,60000000,47003582,95538560,1.5923093333333334
3068,69,2007-03-23,The Hills Have Eyes II,15000000,20804166,37466538,2.4977692
836,37,2007-03-30,Blades of Glory,61000000,118594548,145594548,2.386795868852459
1487,88,2007-04-05,The Reaping,40000000,25126214,62226214,1.55565535
2447,48,2007-04-06,Zwartboek,22000000,4398532,27238354,1.238107
2295,96,2007-04-06,The Hoax,25000000,7164995,7164995,0.2865998
1063,64,2007-04-06,Grindhouse,53000000,25031037,50187789,0.9469394150943397
2986,87,2007-04-13,Slow Burn,15500000,1237615,1237615,0.07984612903225806
2506,7,2007-04-13,Disturbia,20000000,80818974,118537627,5.92688135
5375,76,2007-04-13,Aqua Teen Hunger Force Colon Movie Film for Theaters,750000,5520368,5520368,7.360490666666666
2945,46,2007-04-20,Hot Fuzz,16000000,23618786,81742618,5.108913625
3527,28,2007-04-20,In the Land of Women,10500000,11052958,14140402,1.3467049523809524
3977,78,2007-04-27,Ta Ra Rum Pum,7400000,872643,9443864,1.2761978378378378
3518,19,2007-04-27,Jindabyne,10800000,399879,2862544,0.2650503703703704
742,43,2007-04-27,Next,70000000,18211013,73591500,1.0513071428571428
5065,66,2007-05-02,Waitress,1500000,19097550,22217183,14.811455333333333
1045,46,2007-05-04,Lucky You,55000000,5755286,6521829,0.11857870909090909
3293,94,2007-05-04,"Paris, je t'aime",13000000,4857374,5175088,0.3980836923076923
15,16,2007-05-04,Spider-Man 3,258000000,336530303,894860230,3.468450503875969
5098,99,2007-05-11,The Salon,1500000,139084,139084,0.09272266666666666
3053,54,2007-05-11,28 Weeks Later,15000000,28638916,64232714,4.282180933333334
2597,98,2007-05-11,Georgia Rule,20000000,18882880,20819601,1.04098005
3920,21,2007-05-11,Brooklyn Rules,8000000,458232,458232,0.057279
5656,57,2007-05-16,Once,150000,9445857,23323631,155.49087333333333
136,37,2007-05-17,Shrek the Third,160000000,322719944,807330936,5.04581835
3715,16,2007-05-18,Severance,10000000,137221,5950002,0.5950002
3926,27,2007-05-18,The Wendell Baker Story,8000000,127188,127188,0.0158985
7,8,2007-05-24,Pirates of the Caribbean: At Worldâs End,300000000,309420425,963420425,3.2114014166666665
4507,8,2007-05-25,Bug,4000000,7006708,8302995,2.07574875
2081,82,2007-06-01,Knocked Up,27500000,148761765,219265952,7.973307345454545
5326,27,2007-06-01,And Then Came Love,989000,8158,8158,0.008248736097067746
3801,2,2007-06-01,Gracie,9000000,2956339,3922043,0.43578255555555556
3957,58,2007-06-08,Hostel: Part II,7500000,17544812,33606409,4.480854533333333
500,1,2007-06-08,Ocean's Thirteen,85000000,117144465,311744465,3.6675819411764707
387,88,2007-06-08,Surf's Up,100000000,58867694,145395745,1.45395745
2984,85,2007-06-08,La MÃ´me,15500000,10299782,88611837,5.71689270967742
286,87,2007-06-15,Fantastic Four: Rise of the Silver Surfer,120000000,131921738,289480691,2.4123390916666665
2578,79,2007-06-15,Nancy Drew,20000000,25584685,30703845,1.53519225
3922,23,2007-06-15,Fido,8000000,298110,456814,0.05710175
5633,34,2007-06-15,The Trials of Darryl Hunt,200000,1217,1217,0.006085
2000,1,2007-06-15,DOA: Dead or Alive,30000000,480314,7755686,0.2585228666666667
5548,49,2007-06-15,Pierrot le fou,300000,70807,71380,0.23793333333333333
3103,4,2007-06-22,A Mighty Heart,15000000,9176787,19153568,1.2769045333333333
3778,79,2007-06-22,Sicko,9000000,24538513,36535837,4.0595374444444445
108,9,2007-06-22,Evan Almighty,175000000,100289690,174131329,0.9950361657142858
2401,2,2007-06-22,1408,22500000,71985628,131263370,5.833927555555555
4518,19,2007-06-22,You Kill Me,4000000,2426851,3858964,0.964741
320,21,2007-06-27,Live Free or Die Hard,110000000,134529403,382288147,3.4753467909090907
164,65,2007-06-29,Ratatouille,150000000,206445654,626549695,4.176997966666667
1972,73,2007-06-29,Evening,30000000,12406646,12885574,0.42951913333333336
5011,12,2007-06-29,Chacun sa nuit,1900000,18435,139317,0.07332473684210526
153,54,2007-07-02,Transformers,151000000,319246193,708272592,4.690546966887418
1666,67,2007-07-03,License to Wed,35000000,43799818,70187088,2.0053453714285716
3659,60,2007-07-04,Rescue Dawn,10000000,5490423,7037886,0.7037886
4983,84,2007-07-07,Rockaway,2000000,0,0,0.0
157,58,2007-07-11,Harry Potter and the Order of the Phoenix,150000000,292137260,943076457,6.28717638
5363,64,2007-07-18,Cama adentro,800000,200433,200433,0.25054125
499,100,2007-07-20,I Now Pronounce You Chuck and Larry,85000000,119725280,185708462,2.1848054352941175
1527,28,2007-07-20,Sunshine,40000000,3688560,32030610,0.80076525
639,40,2007-07-20,Hairspray,75000000,118871849,203035572,2.70714096
4857,58,2007-07-25,This is England,2380000,327919,8739576,3.672090756302521
2453,54,2007-07-27,MoliÃ¨re,21600000,635733,791154,0.0366275
4030,31,2007-07-27,Who's Your Caddy?,7000000,5694308,5694308,0.8134725714285714
2056,57,2007-07-27,No Reservations,28000000,43107979,91943956,3.283712714285714
4935,36,2007-07-27,No End In Sight,2000000,1433319,1433319,0.7166595
679,80,2007-07-27,The Simpsons Movie,72500000,183135014,527071022,7.269945131034483
4240,41,2007-08-03,The Ten,5250000,769726,786677,0.14984323809523808
239,40,2007-08-03,The Bourne Ultimatum,130000000,227471070,444043396,3.415718430769231
2272,73,2007-08-03,Hot Rod,25000000,13938332,14334401,0.57337604
2922,23,2007-08-03,Becoming Jane,16500000,18663911,39380876,2.3867197575757575
4366,67,2007-08-03,"Gandhi, My Father",5000000,240425,2015004,0.4030008
4138,39,2007-08-08,Daddy Day Camp,6000000,13235267,18209872,3.0349786666666665
727,28,2007-08-10,Stardust,70000000,38634938,137022245,1.9574606428571428
86,87,2007-08-10,Rush Hour 3,180000000,140125968,256585882,1.4254771222222222
766,67,2007-08-17,The Last Legion,67000000,5932060,25357771,0.3784741940298507
2856,57,2007-08-17,Superbad,17500000,121463226,169955142,9.7117224
606,7,2007-08-17,The Invasion,80000000,15074191,40147042,0.501838025
2652,53,2007-08-17,Death at a Funeral,20000000,8580428,46790428,2.3395214
3534,35,2007-08-24,September Dawn,10100000,1066555,1066555,0.10559950495049505
3295,96,2007-08-24,Resurrecting the Champ,13000000,3172382,3260555,0.25081192307692307
2225,26,2007-08-24,Mr. Beanâs Holiday,25000000,33302167,234981342,9.39925368
2245,46,2007-08-24,War,25000000,22486409,40686409,1.62745636
4839,40,2007-08-24,Eye of the Dolphin,2500000,72210,72260,0.028904
4450,51,2007-08-31,Fong juk,4500000,51957,51957,0.011546
2645,46,2007-08-31,Death Sentence,20000000,9534258,16907831,0.84539155
3014,15,2007-08-31,Halloween,15000000,58269151,77514401,5.167626733333333
3939,40,2007-09-04,The Death and Life of Bobby Z,8000000,0,414617,0.051827125
5092,93,2007-09-05,I Want Someone To Eat Cheese With,1500000,194568,194568,0.129712
4938,39,2007-09-07,In the Shadow of the Moon,2000000,1134358,2175587,1.0877935
1550,51,2007-09-07,Shoot 'Em Up,39000000,12796824,26796824,0.6870980512820513
3695,96,2007-09-07,The Brothers Solomon,10000000,900926,900926,0.0900926
3508,9,2007-09-07,Romance and Cigarettes,11000000,551002,3231251,0.29375009090909093
1532,33,2007-09-07,The Hunting Party,40000000,876671,7729552,0.1932388
1224,25,2007-09-07,3:10 to Yuma,48000000,53606916,71171825,1.4827463541666666
5094,95,2007-09-07,Hatchet,1500000,175281,240396,0.160264
4617,18,2007-09-14,Ira and Abby,3500000,221096,221096,0.06317028571428572
1299,100,2007-09-14,Across the Universe,45000000,24343673,29367143,0.6526031777777778
3704,5,2007-09-14,King of California,10000000,268461,1165102,0.1165102
731,32,2007-09-14,The Brave One,70000000,36793804,69792704,0.9970386285714286
1813,14,2007-09-14,Dragon Wars: D-War,32000000,10977721,79915361,2.49735503125
2393,94,2007-09-14,In the Valley of Elah,23000000,6777741,24489150,1.0647456521739131
1186,87,2007-09-14,Eastern Promises,50000000,17181265,56077088,1.12154176
1991,92,2007-09-21,The Assassination of Jesse James by the Coward Robert Ford,30000000,3909149,15313631,0.5104543666666667
2221,22,2007-09-21,Good Luck Chuck,25000000,35017297,59183821,2.36735284
1285,86,2007-09-21,Resident Evil: Extinction,45000000,50648679,149871103,3.3304689555555558
2924,25,2007-09-21,Sydney White,16500000,11892415,13636339,0.8264447878787878
2600,1,2007-09-21,Into the Wild,20000000,18354356,56822960,2.841148
3439,40,2007-09-28,Trade,12000000,214202,1513388,0.12611566666666665
2407,8,2007-09-28,The Game Plan,22000000,90648202,146590987,6.663226681818182
682,83,2007-09-28,The Kingdom,72500000,47467250,86509602,1.1932358896551725
3121,22,2007-09-28,Se jie,15000000,4604982,65167430,4.344495333333334
4187,88,2007-10-03,Lake of Fire,6000000,25317,26007,0.0043345
5456,57,2007-10-05,Finishing the Game,500000,52850,53201,0.106402
3152,53,2007-10-05,The Good Night,15000000,22441,22441,0.0014960666666666666
2454,55,2007-10-05,Michael Clayton,21500000,49033882,92987651,4.3250070232558135
4106,7,2007-10-10,Control,6400000,871577,8902141,1.39095953125
2065,66,2007-10-12,We Own the Night,28000000,28563179,55307857,1.9752806071428572
1037,38,2007-10-12,Elizabeth: The Golden Age,55000000,16285240,74870866,1.3612884727272727
3016,17,2007-10-12,Why Did I Get Married?,15000000,55204525,55934178,3.7289452
3328,29,2007-10-12,Lars and the Real Girl,12500000,5956480,11277119,0.90216952
2968,69,2007-10-19,Things We Lost in the Fire,16000000,3287315,8120148,0.50750925
3694,95,2007-10-19,The Ten Commandments,10000000,952820,1051907,0.1051907
4422,23,2007-10-19,Out of the Blue,4600000,728,731767,0.15907978260869565
5412,13,2007-10-19,Arnolds Park,600000,23616,23616,0.03936
2088,89,2007-10-19,Rendition,27500000,9736045,26939925,0.9796336363636363
5634,35,2007-10-19,The Man From Earth,200000,0,0,0.0
5267,68,2007-10-19,Wristcutters: A Love Story,1000000,446165,473769,0.473769
1915,16,2007-10-19,30 Days of Night,30000000,39568996,80276156,2.6758718666666668
2741,42,2007-10-19,"Gone, Baby, Gone",19000000,20300218,34352162,1.8080085263157895
3546,47,2007-10-26,Saw IV,10000000,63300095,135759694,13.5759694
4643,44,2007-10-26,Bella,3300000,8093373,12405473,3.7592342424242426
183,84,2007-11-02,Bee Movie,150000000,126631277,287594577,1.91729718
2111,12,2007-11-02,Martian Child,27000000,7500310,9352089,0.3463736666666667
371,72,2007-11-02,American Gangster,100000000,130164645,267985456,2.67985456
4744,45,2007-11-09,Holly,3000000,163069,163069,0.05435633333333333
2180,81,2007-11-09,No Country for Old Men,25000000,74273505,164035753,6.56143012
1721,22,2007-11-09,Lions for Lambs,35000000,14998070,63211088,1.8060310857142856
2910,11,2007-11-14,Southland Tales,17000000,275380,364607,0.021447470588235294
187,88,2007-11-16,Beowulf,150000000,82280579,195080579,1.3005371933333334
1322,23,2007-11-16,Love in the Time of Cholera,45000000,4617608,31077418,0.6906092888888888
4376,77,2007-11-16,Redacted,5000000,65388,861325,0.172265
2229,30,2007-11-21,August Rush,25000000,31664162,65882103,2.63528412
3270,71,2007-11-21,The Mist,13000000,25593755,57189408,4.3991852307692305
2676,77,2007-11-21,Iâm Not There,20000000,4017609,12397613,0.61988065
497,98,2007-11-21,Enchanted,85000000,127706877,340384141,4.0045193058823525
3256,57,2007-11-21,This Christmas,13000000,49121934,49733545,3.8256573076923077
