,id,year,movie,production_budget,domestic_gross,total_gross,profitability
2794,95,2015,Ricki and the Flash,18000000,26839498,41166033,2.2870018333333335
1217,18,2015,Taken 3,48000000,89256424,327656424,6.8261755
4934,35,2015,The Diary of a Teenage Girl,2000000,1477002,2279959,1.1399795
802,3,2015,Everest,65000000,43482270,221297061,3.404570169230769
4772,73,2015,Unnatural,3000000,0,0,0.0
5002,3,2015,The Marine 4,1950000,0,0,0.0
3572,73,2015,The Second Best Exotic Marigold Hotel,10000000,33078266,90384306,9.0384306
4457,58,2015,The Final Girls,4500000,0,0,0.0
1959,60,2015,Steve Jobs,30000000,17766658,35579007,1.1859669
4059,60,2015,Trudno byt bogom,7000000,31443,41038,0.005862571428571429
5649,50,2015,Heroes of Dirt,175000,0,0,0.0
5422,23,2015,Julija in alfa Romeo,560000,0,8462,0.015110714285714286
3459,60,2015,Carol,11800000,12711491,42843521,3.6308068644067797
400,1,2015,In the Heart of the Sea,100000000,25020758,89693309,0.89693309
3478,79,2015,Brooklyn,11000000,38322743,62076141,5.643285545454545
423,24,2015,Seventh Son,95000000,17725785,108874967,1.1460522842105263
9,10,2015,Spectre,300000000,200074175,879620923,2.9320697433333334
2797,98,2015,Love the Coopers,18000000,26302731,42227490,2.345971666666667
4010,11,2015,Dope,7000000,17506470,18190831,2.598690142857143
4070,71,2015,Alpha & Omega: The Legend of the Saw Tooth Cave,7000000,0,0,0.0
2593,94,2015,Secret in Their Eyes,20000000,20180155,32608019,1.63040095
5000,1,2015,Shark Lake,2000000,0,0,0.0
2777,78,2015,The Perfect Guy,18000000,57027435,60278166,3.348787
2154,55,2015,Accidental Love,26000000,0,135436,0.005209076923076923
4976,77,2015,Bone Tomahawk,2000000,0,475846,0.237923
5476,77,2015,The Outrageous Sophie Tucker,500000,0,0,0.0
1732,33,2015,The Walk,35000000,10161183,61492104,1.756917257142857
4922,23,2015,Captive,2000000,2583301,2791973,1.3959865
5696,97,2015,Open Secret,100000,0,0,0.0
4262,63,2015,The Gift,5000000,43787265,58978477,11.7956954
5694,95,2015,Closure,100000,0,0,0.0
3165,66,2015,Magic Mike XXL,14500000,66013057,123660597,8.52831703448276
1058,59,2015,Black Mass,53000000,62575678,98837872,1.8648655094339623
5695,96,2015,Lunchtime Heroes,100000,0,0,0.0
3168,69,2015,Freedom,14500000,0,872757,0.06019013793103448
5557,58,2015,The Looking Glass,300000,1711,1711,0.005703333333333334
4751,52,2015,Before We Go,3000000,37151,483938,0.16131266666666666
4186,87,2015,Song One,6000000,32251,437089,0.07284816666666667
90,91,2015,Jupiter Ascending,179000000,47482519,181982519,1.0166621173184358
1004,5,2015,Paddington,55000000,76223578,258789097,4.705256309090909
5478,79,2015,Roadside,500000,0,0,0.0
1087,88,2015,Daddyâs Home,50000000,150357137,242757137,4.85514274
2533,34,2015,Spotlight,20000000,45055776,92088460,4.604423
3590,91,2015,Sinister 2,10000000,27740955,54104225,5.4104225
5453,54,2015,O Menino e o Mundo,500000,129479,280967,0.561934
2535,36,2015,Max,20000000,42656255,43658157,2.18290785
1559,60,2015,Paul Blart: Mall Cop 2,38000000,71091594,107650646,2.8329117368421053
4979,80,2015,"To Be Frank, Sinatra at 100",2000000,0,926,0.000463
2403,4,2015,The Water Diviner,22500000,4200117,31054727,1.3802100888888889
3606,7,2015,Paranormal Activity: The Ghost Dimension,10000000,18297124,77959374,7.7959374
1204,5,2015,Shanghai,50000000,46425,15505922,0.31011844
1201,2,2015,Child 44,50000000,1224330,8004221,0.16008442
5590,91,2015,Along the Roadside,250000,0,3234,0.012936
798,99,2015,Focus,65000000,53862963,168065700,2.585626153846154
1929,30,2015,Entourage,30000000,32363404,46438538,1.5479512666666666
4050,51,2015,Freeheld,7000000,546201,1732228,0.24746114285714285
2034,35,2015,Straight Outta Compton,28000000,161197785,202182981,7.22082075
4446,47,2015,Maggie,4500000,187112,1027760,0.2283911111111111
3124,25,2015,Scouts Guide to the Zombie Apocalypse,15000000,3703046,15554855,1.0369903333333332
4995,96,2015,The Walking Deceased,2000000,0,0,0.0
3127,28,2015,Rock the Kasbah,15000000,3020665,3386153,0.22574353333333333
412,13,2015,Cinderella,95000000,201151353,534551353,5.626856347368421
4959,60,2015,Lost River,2000000,45431,2009644,1.004822
4961,62,2015,Knock Knock,2000000,36336,6328516,3.164258
4997,98,2015,The Curse of Downers Grove,2000000,0,0,0.0
399,100,2015,Point Break,100000000,28782481,126704591,1.26704591
138,39,2015,The Hunger Games: Mockingjay - Part 2,160000000,281723902,648986787,4.05616741875
72,73,2015,The Good Dinosaur,187500000,123087120,333771037,1.7801121973333334
3447,48,2015,10 Days in a Madhouse,12000000,14616,14616,0.001218
3905,6,2015,Anomalisa,8000000,3759286,5706168,0.713271
5620,21,2015,The Overnight,200000,1109808,1165996,5.82998
3445,46,2015,Trash,12000000,17484,6553186,0.5460988333333333
3279,80,2015,Room,13000000,14677674,36262783,2.789444846153846
3449,50,2015,San cheng ji,12000000,0,1950194,0.16251616666666666
5652,53,2015,Lumea e a mea,168000,0,29678,0.1766547619047619
3644,45,2015,While We're Young,10000000,7582065,17503828,1.7503828
3285,86,2015,Bajrangi Bhaijaan,13000000,8178001,121778347,9.367565153846154
4537,38,2015,Desert Dancer,4000000,155271,596335,0.14908375
66,67,2015,Furious 7,190000000,353007020,1518722794,7.9932778631578945
167,68,2015,Mission: ImpossibleâRogue Nation,150000000,195042377,688858992,4.59239328
345,46,2015,The Martian,108000000,228433663,655271443,6.067328175925926
3307,8,2015,Brothers,13000000,656688,17856688,1.3735913846153847
174,75,2015,Mad Max: Fury Road,150000000,153636354,370098020,2.467320133333333
5395,96,2015,Walter,700000,0,0,0.0
4665,66,2015,War Room,3000000,67790117,73975239,24.658413
3943,44,2015,Green Street Hooligans: Underground,8000000,0,0,0.0
3932,33,2015,Aloft,8000000,53086,237688,0.029711
3974,75,2015,Outside Bet,7500000,0,13524,0.0018032
3975,76,2015,Pound of Flesh,7500000,0,0,0.0
5293,94,2015,The Sisterhood of Night,1000000,6870,6870,0.00687
5748,49,2015,Exeter,25000,0,489792,19.59168
5603,4,2015,The Love Letter,250000,0,0,0.0
5602,3,2015,Shooting the Warwicks,250000,0,0,0.0
243,44,2015,Home,130000000,177397510,385997896,2.9692145846153846
1782,83,2015,Freaks of Nature,33000000,70958,70958,0.0021502424242424243
5145,46,2015,The Algerian,1300000,0,0,0.0
1523,24,2015,Victor Frankenstein,40000000,5775076,31124367,0.778109175
2309,10,2015,Legend,25000000,1872994,42425450,1.697018
5723,24,2015,Bending Steel,50000,0,0,0.0
1678,79,2015,Hot Pursuit,35000000,34580201,45671512,1.3049003428571428
4547,48,2015,Praia do Futuro,4000000,20620,760678,0.1901695
887,88,2015,Joy,60000000,56451232,101134059,1.68556765
1514,15,2015,The Gunman,40000000,10664749,18594227,0.464855675
5724,25,2015,"Run, Hide, Die",50000,0,0,0.0
3973,74,2015,Black November,7500000,0,32572,0.004342933333333333
4337,38,2015,90 Minutes in Heaven,5000000,4816142,4816142,0.9632284
4538,39,2015,"Guten Tag, Ramon",4000000,154356,4854356,1.213589
3454,55,2015,Dancin' It's On,12000000,0,0,0.0
1520,21,2015,Baahubali: The Beginning,40000000,6738000,26736665,0.668416625
5044,45,2015,Saul fia,1700000,1777043,9696537,5.703845294117647
5370,71,2015,Vessel,800000,0,0,0.0
951,52,2015,The Ridiculous 6,60000000,0,0,0.0
3658,59,2015,Danny Collins,10000000,5637066,8465845,0.8465845
5033,34,2015,Beginnerâs Guide to Sex,1800000,0,0,0.0
5756,57,2015,The Front Man,20000,0,0,0.0
5414,15,2015,Drunk Wedding,600000,3301,3301,0.005501666666666667
654,55,2015,The Man From U.N.C.L.E.,75000000,45445109,104949584,1.3993277866666667
3302,3,2015,The Vatican Tapes,13000000,1784763,14929184,1.1483987692307693
2372,73,2015,The Wedding Ringer,23000000,64460211,80171596,3.4857215652173914
321,22,2015,The Divergent Series: Insurgent,110000000,130179072,295075882,2.682508018181818
5101,2,2015,Road Hard,1500000,113169,113169,0.075446
2071,72,2015,American Ultra,28000000,14439985,30295028,1.0819652857142856
2319,20,2015,Yi ge ren de wu lin,25000000,129115,129115,0.0051646
3945,46,2015,Henry Joseph Church,8000000,0,0,0.0
2626,27,2015,Burnt,20000000,13651946,36773510,1.8386755
4540,41,2015,Manglehorn,4000000,132270,797439,0.19935975
3832,33,2015,The DUFF,8500000,34030343,43528634,5.1210157647058825
3951,52,2015,Loin des hommes,7700000,5336,1080428,0.14031532467532468
5419,20,2015,Irreplaceable,600000,0,0,0.0
318,19,2015,San Andreas,110000000,155190832,456258539,4.1478049
5116,17,2015,Checkmate,1500000,0,0,0.0
3280,81,2015,Woodlawn,13000000,14394097,14403703,1.1079771538461538
673,74,2015,The SpongeBob Movie: Sponge Out of Water,74000000,162994032,311013181,4.202880824324325
3899,100,2015,Me and Earl and the Dying Girl,8000000,6758416,9266180,1.1582725
947,48,2015,Mortdecai,60000000,7696134,30396134,0.5066022333333333
672,73,2015,Minions,74000000,336045770,1160336173,15.680218554054054
1679,80,2015,Concussion,35000000,34531832,50363790,1.4389654285714286
2147,48,2015,Self/Less,26000000,12279691,33667319,1.2948968846153845
1827,28,2015,Vacation,31000000,58884188,102306500,3.300209677419355
3367,68,2015,Paper Towns,12000000,32000304,85450484,7.120873666666666
5105,6,2015,"Me, You and Five Bucks",1500000,2105,2105,0.0014033333333333333
1731,32,2015,Unfinished Business,35000000,10219501,13214051,0.3775443142857143
1368,69,2015,Pourquoi j'ai pas mangÃ© mon pÃ¨re,42000000,0,15451663,0.3678967380952381
3271,72,2015,Ex Machina,13000000,25440971,38358392,2.9506455384615387
5113,14,2015,Girlhouse,1500000,0,0,0.0
782,83,2015,Spy!,65000000,110825712,232585748,3.578242276923077
5114,15,2015,Mutant World,1500000,0,0,0.0
5115,16,2015,#Horror,1500000,0,0,0.0
957,58,2015,Goosebumps,58000000,80069458,158905324,2.7397469655172415
4647,48,2015,The Opposite Sex,3300000,0,50206,0.015213939393939394
4380,81,2015,Area 51,5000000,7556,7556,0.0015112
3298,99,2015,Youth,13000000,2703296,24001573,1.846274846153846
2705,6,2015,Regression,20000000,55039,15824374,0.7912187
5345,46,2015,Le bonheur d'Elza,900000,0,0,0.0
3874,75,2015,A Walk in the Woods,8000000,29499394,37119358,4.63991975
5751,52,2015,Dutch Kills,25000,0,0,0.0
4640,41,2015,To Write Love On Her Arms,3400000,0,0,0.0
192,93,2015,Pan,150000000,35088320,151525973,1.0101731533333334
1377,78,2015,Fifty Shades of Grey,40000000,166167230,570998101,14.274952525
1781,82,2015,The Young and Prodigious T.S. Spivet,33000000,176847,357687,0.010839
3681,82,2015,Testament of Youth,10000000,1822250,6646669,0.6646669
5137,38,2015,Above and Beyond,1300000,288751,288751,0.22211615384615385
5350,51,2015,Windsor Drive,850000,3256,3256,0.0038305882352941177
4352,53,2015,Jem and the Holograms,5000000,2184640,2368937,0.4737874
4563,64,2015,The Veil,4000000,0,0,0.0
4633,34,2015,Lords of London,3440000,0,0,0.0
5750,51,2015,Ten,25000,0,0,0.0
297,98,2015,Fantastic Four,120000000,56117548,167849187,1.398743225
5671,72,2015,Romantic Schemer,125000,0,0,0.0
4631,32,2015,Dawn Patrol,3500000,0,0,0.0
3727,28,2015,Hross i oss,10000000,11894,11894,0.0011894
1707,8,2015,Hitman: Agent 47,35000000,22467450,82182803,2.348080085714286
2664,65,2015,Little Boy,20000000,6485961,17769299,0.88846495
3726,27,2015,Strangerland,10000000,17472,161097,0.0161097
1755,56,2015,The Lovers,35000000,0,53899,0.0015399714285714286
5325,26,2015,Por amor en el caserio,1000000,0,0,0.0
5323,24,2015,The Horror Network,1000000,0,0,0.0
5172,73,2015,Que Horas Ela Volta?,1200000,376976,3249041,2.7075341666666666
4773,74,2015,Close Range,3000000,0,0,0.0
5605,6,2015,4/11,250000,0,0,0.0
1405,6,2015,The Intern,40000000,75764672,197115710,4.92789275
5178,79,2015,La navaja de Don Juan,1200000,4254,4254,0.003545
5155,56,2015,Da Sweet Blood of Jesus,1250000,0,0,0.0
2013,14,2015,Pitch Perfect 2,29000000,184296230,287625468,9.918119586206897
5679,80,2015,The Gallows,100000,22764410,41656474,416.56474
1760,61,2015,The Longest Ride,34000000,37446117,63802928,1.876556705882353
5318,19,2015,Fear Clinic,1000000,0,0,0.0
5186,87,2015,Bleeding Hearts,1200000,0,0,0.0
1409,10,2015,Bridge of Spies,40000000,72313754,162498338,4.06245845
4566,67,2015,Chain of Command,4000000,0,0,0.0
3824,25,2015,Heist,8900000,50136,3324131,0.37349786516853933
754,55,2015,Ted 2,68000000,81476385,217214143,3.194325632352941
5319,20,2015,The Pet,1000000,0,0,0.0
1396,97,2015,Get Hard,40000000,90411453,106511453,2.662786325
2710,11,2015,Survivor,20000000,0,1703281,0.08516405
5332,33,2015,Ask Me Anything,950000,0,0,0.0
226,27,2015,The Revenant,135000000,183637894,532938302,3.947691125925926
5659,60,2015,Antarctic Edge: 70Âº South,150000,7193,7193,0.047953333333333334
4393,94,2015,Capricorn One,5000000,0,0,0.0
5287,88,2015,Hits,1000000,15156,15156,0.015156
242,43,2015,Ant-Man,130000000,180202163,518858449,3.9912188384615384
3818,19,2015,Skin Trade,9000000,1242,1242,0.000138
5296,97,2015,Childless,1000000,1036,1036,0.001036
5604,5,2015,Western Religion,250000,0,0,0.0
3383,84,2015,Project Almanac,12000000,22348241,32909437,2.7424530833333334
5660,61,2015,Top Spin,150000,5858,5858,0.039053333333333336
5205,6,2015,Silent Running,1100000,0,0,0.0
3734,35,2015,American Heist,10000000,0,2341218,0.2341218
5300,1,2015,Karachi se Lahore,1000000,0,17721,0.017721
2007,8,2015,Grace of Monaco,30000000,0,25199891,0.8399963666666667
3739,40,2015,Jungle Shuffle,10000000,0,360898,0.0360898
5213,14,2015,Unfriended,1000000,32789645,64364198,64.364198
2077,78,2015,Our Brand is Crisis,28000000,7002261,8594558,0.3069485
4400,1,2015,Mommy,4900000,3498695,17536004,3.5787763265306123
5302,3,2015,American Hero,1000000,0,26,2.6e-05
4392,93,2015,Let's Kill Ward's Wife,5000000,0,0,0.0
4370,71,2015,Cop Car,5000000,134552,143658,0.0287316
4396,97,2015,Aztec Warrior,5000000,0,0,0.0
3820,21,2015,Veronika Decides to Die,9000000,0,2243,0.00024922222222222224
4414,15,2015,Treading Water,4700000,0,0,0.0
4391,92,2015,Born of War,5000000,0,0,0.0
4397,98,2015,Navy SEAL vs. Zombies,5000000,0,0,0.0
3746,47,2015,Into the Grizzly Maze,10000000,0,0,0.0
2326,27,2015,Red Sky,25000000,0,91116,0.00364464
4399,100,2015,Running Forever,5000000,0,0,0.0
2684,85,2015,My All-American,20000000,2246000,2246000,0.1123
5278,79,2015,Beyond the Brick: A LEGO Brickumentary,1000000,101531,101531,0.101531
5120,21,2015,Mustang,1400000,845464,5552584,3.9661314285714284
746,47,2015,Blackhat,70000000,8005980,19665004,0.2809286285714286
2004,5,2015,Wild Card,30000000,3200,4315789,0.14385963333333332
3779,80,2015,Black or White,9000000,21571189,21971021,2.4412245555555554
5600,1,2015,Give Me Shelter,250000,0,0,0.0
2005,6,2015,United Passions,30000000,918,168832,0.005627733333333333
2696,97,2015,By the Sea,20000000,538460,3727746,0.1863873
5230,31,2015,The Green Inferno,1000000,7192291,12931420,12.93142
5598,99,2015,UnDivided,250000,0,0,0.0
4253,54,2016,10 Cloverfield Lane,5000000,72082999,108286422,21.6572844
4254,55,2016,Lights Out,5000000,67268835,148806510,29.761302
2853,54,2016,Forsaken,18000000,0,0,0.0
2849,50,2016,I Am Wrath,18000000,0,309608,0.017200444444444445
4709,10,2016,Swiss Army Man,3000000,4210454,5837111,1.9457036666666667
1090,91,2016,Central Intelligence,50000000,127440871,217194805,4.3438961
2880,81,2016,Almost Christmas,17000000,42065185,42493506,2.499618
2835,36,2016,Miss Sloane,18000000,3500605,7719630,0.42886833333333335
4848,49,2016,Antibirth,2500000,0,0,0.0
4824,25,2016,Hunt for the Wilderpeople,2500000,5205471,23845533,9.5382132
2226,27,2016,Motherâs Day,25000000,32492859,52367022,2.09468088
4880,81,2016,Mi America,2100000,3330,3330,0.0015857142857142858
4720,21,2016,Compadres,3000000,3127773,7445044,2.4816813333333334
2964,65,2016,Bleed for This,16000000,5083906,6603926,0.412745375
4849,50,2016,The Rise of the Krays,2500000,0,0,0.0
1144,45,2016,War Dogs,50000000,43034523,86234503,1.72469006
625,26,2016,The Secret Life of Pets,75000000,368384330,886750534,11.823340453333333
2163,64,2016,Hidden Figures,25000000,169607287,231771716,9.27086864
422,23,2016,Ben-Hur,95000000,26410477,91669648,0.9649436631578947
4708,9,2016,Donât Think Twice,3000000,4417983,4417983,1.472661
4062,63,2016,Oddball,7000000,0,10237229,1.4624612857142858
618,19,2016,The Little Prince,77500000,1311213,102028919,1.3165021806451613
2916,17,2016,The Young Messiah,16800000,6469813,7313697,0.4353391071428571
1021,22,2016,Kubo and the Two Strings,55000000,48023088,77548122,1.4099658545454545
4738,39,2016,The Bounce Back,3000000,321910,421404,0.140468
5086,87,2016,Unsullied,1500000,510957,510957,0.340638
4146,47,2016,The Lady in the Van,6000000,10021175,42320503,7.053417166666667
4338,39,2016,Incarnate,5000000,4799774,9371036,1.8742072
1180,81,2016,Free State of Jones,50000000,20810036,23237252,0.46474504
3904,5,2016,Morgan,8000000,3915251,7298786,0.91234825
327,28,2016,Passengers,110000000,100014699,302239672,2.747633381818182
4657,58,2016,The Meddler,3200000,4267219,5526942,1.727169375
676,77,2016,The Angry Birds Movie,73000000,107509366,352327887,4.826409410958904
329,30,2016,Miss Peregrineâs Home for Peculiar Children,110000000,87242834,295986876,2.690789781818182
5084,85,2016,31,1500000,779820,922727,0.6151513333333334
3314,15,2016,Operation Chromite,12700000,1022720,49196532,3.8737426771653545
5080,81,2016,Iâm Not Ashamed,1500000,2082980,2082980,1.3886533333333333
333,34,2016,The Divergent Series: Allegiant,110000000,66184051,172022517,1.5638410636363635
2834,35,2016,Midnight Special,18000000,3712282,7680250,0.42668055555555556
3930,31,2016,A Street Cat Named Bob,8000000,82703,17382693,2.172836625
351,52,2016,Ice Age: Collision Course,105000000,64063008,402156682,3.830063638095238
5063,64,2016,Moonlight,1500000,27854931,65245512,43.497008
3946,47,2016,Code of Honor,8000000,0,0,0.0
2508,9,2016,Tyler Perryâs Boo! A Madea Halloween,20000000,73206343,73206343,3.66031715
3249,50,2016,Miracles from Heaven,13000000,61705123,73798736,5.6768258461538466
628,29,2016,Sing,75000000,270329045,634454789,8.459397186666667
3129,30,2016,The Disappointments Room,15000000,2423467,3503761,0.23358406666666667
1129,30,2016,13 Hours: The Secret Soldiers of Benghazi,50000000,52853219,69411370,1.3882274
4284,85,2016,Godâs Not Dead 2,5000000,20773069,23551286,4.7102572
4865,66,2016,Eden,2300000,0,0,0.0
2909,10,2016,Genius,17000000,1361045,7265283,0.42736958823529414
346,47,2016,Allied,106000000,40098064,119266661,1.125157179245283
1178,79,2016,Snowden,50000000,21587519,35380918,0.70761836
309,10,2016,The Huntsman: Winterâs War,115000000,48003015,165149302,1.4360808869565218
454,55,2016,The Magnificent Seven,90000000,93432655,162525156,1.8058350666666667
3376,77,2016,Hell or High Water,12000000,27007844,37584304,3.1320253333333334
4385,86,2016,Yoga Hosers,5000000,0,22958,0.0045916
285,86,2016,Jason Bourne,120000000,162192920,416168316,3.4680693
735,36,2016,The Finest Hours,70000000,27569558,49252761,0.7036108714285715
1394,95,2016,Ride Along 2,40000000,90862685,124827316,3.1206829
